Column1,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,year
6025,Foot Locker,1128299,"Saturday, October 23, 2021",West,Arizona,phoenix,Men's Apparel,53,69,3657,1462.8,0.4,Online,2021
6026,Foot Locker,1128299,"Saturday, October 23, 2021",West,Arizona,phoenix,Women's Apparel,56,85,4760,1808.8,0.38,Online,2021
6027,Foot Locker,1128299,"Tuesday, November 23, 2021",West,Arizona,phoenix,Men's Street Footwear,42,135,5670,2664.9,0.47,Online,2021
6028,Foot Locker,1128299,"Tuesday, November 23, 2021",West,Arizona,phoenix,Men's Athletic Footwear,46,147,6762,3516.24,0.52,Online,2021
6029,Foot Locker,1128299,"Tuesday, November 23, 2021",West,Arizona,phoenix,Women's Street Footwear,44,105,4620,2125.2,0.46,Online,2021
6030,Foot Locker,1128299,"Tuesday, November 23, 2021",West,Arizona,phoenix,Women's Athletic Footwear,42,98,4116,1934.52,0.47,Online,2021
6031,Foot Locker,1128299,"Tuesday, November 23, 2021",West,Arizona,phoenix,Men's Apparel,53,87,4611,1890.51,0.41,Online,2021
6032,Foot Locker,1128299,"Tuesday, November 23, 2021",West,Arizona,phoenix,Women's Apparel,55,111,6105,2258.85,0.37,Online,2021
6033,Foot Locker,1128299,"Wednesday, December 22, 2021",West,Arizona,phoenix,Men's Street Footwear,44,181,7964,3663.44,0.46,Online,2021
6034,Foot Locker,1128299,"Wednesday, December 22, 2021",West,Arizona,phoenix,Men's Athletic Footwear,49,175,8575,4630.5,0.54,Online,2021
6035,Kohl's,1128299,"Wednesday, December 22, 2021",West,Arizona,phoenix,Women's Street Footwear,43,123,5289,2538.72,0.48,Online,2021
6036,Kohl's,1128299,"Wednesday, December 22, 2021",West,Arizona,phoenix,Women's Athletic Footwear,44,115,5060,2277,0.45,Online,2021
6037,Kohl's,1128299,"Wednesday, December 22, 2021",West,Arizona,phoenix,Men's Apparel,52,88,4576,1967.68,0.43,Online,2021
6038,Kohl's,1128299,"Wednesday, December 22, 2021",West,Arizona,phoenix,Women's Apparel,58,135,7830,2897.1,0.37,Online,2021
6039,Kohl's,1128299,"Tuesday, January 26, 2021",West,Arizona,phoenix,Men's Street Footwear,33,133,4389,2150.61,0.49,Online,2021
6040,Kohl's,1128299,"Tuesday, January 26, 2021",West,Arizona,phoenix,Men's Athletic Footwear,42,138,5796,3071.88,0.53,Online,2021
6041,Kohl's,1128299,"Tuesday, January 26, 2021",West,Arizona,phoenix,Women's Street Footwear,42,138,5796,2666.16,0.46,Online,2021
6042,Kohl's,1128299,"Tuesday, January 26, 2021",West,Arizona,phoenix,Women's Athletic Footwear,43,85,3655,1790.95,0.49,Online,2021
6043,Kohl's,1128299,"Tuesday, January 26, 2021",West,Arizona,phoenix,Men's Apparel,45,80,3600,1476,0.41,Online,2021
6044,Kohl's,1128299,"Tuesday, January 26, 2021",West,Arizona,phoenix,Women's Apparel,42,128,5376,1935.36,0.36,Online,2021
6045,Kohl's,1128299,"Friday, February 26, 2021",West,Arizona,phoenix,Men's Street Footwear,33,147,4851,2376.99,0.49,Online,2021
6046,Kohl's,1128299,"Friday, February 26, 2021",West,Arizona,phoenix,Men's Athletic Footwear,44,106,4664,2565.2,0.55,Online,2021
6047,Kohl's,1128299,"Friday, February 26, 2021",West,Arizona,phoenix,Women's Street Footwear,41,111,4551,2093.46,0.46,Online,2021
6048,Kohl's,1128299,"Friday, February 26, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,43,74,3182,1559.18,0.49,Online,2021
6049,Kohl's,1128299,"Friday, February 26, 2021",West,New Mexico,albuquerque,Men's Apparel,45,54,2430,1069.2,0.44,Online,2021
6050,Kohl's,1128299,"Friday, February 26, 2021",West,New Mexico,albuquerque,Women's Apparel,41,104,4264,1620.32,0.38,Online,2021
6051,Kohl's,1128299,"Thursday, March 25, 2021",West,New Mexico,albuquerque,Men's Street Footwear,44,165,7260,3630,0.5,Online,2021
6052,Kohl's,1128299,"Thursday, March 25, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,51,112,5712,3027.36,0.53,Online,2021
6053,Kohl's,1128299,"Thursday, March 25, 2021",West,New Mexico,albuquerque,Women's Street Footwear,52,112,5824,2853.76,0.49,Online,2021
6054,Kohl's,1128299,"Thursday, March 25, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,50,83,4150,1909,0.46,Online,2021
6055,Kohl's,1128299,"Thursday, March 25, 2021",West,New Mexico,albuquerque,Men's Apparel,55,53,2915,1253.45,0.43,Online,2021
6056,Kohl's,1128299,"Thursday, March 25, 2021",West,New Mexico,albuquerque,Women's Apparel,50,98,4900,1862,0.38,Online,2021
6057,Kohl's,1128299,"Monday, April 26, 2021",West,New Mexico,albuquerque,Men's Street Footwear,51,154,7854,3534.3,0.45,Online,2021
6058,Kohl's,1128299,"Monday, April 26, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,59,98,5782,2891,0.5,Online,2021
6059,Kohl's,1128299,"Monday, April 26, 2021",West,New Mexico,albuquerque,Women's Street Footwear,55,116,6380,3190,0.5,Online,2021
6060,Kohl's,1128299,"Monday, April 26, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,54,87,4698,2161.08,0.46,Online,2021
6061,Kohl's,1128299,"Monday, April 26, 2021",West,New Mexico,albuquerque,Men's Apparel,56,58,3248,1331.68,0.41,Online,2021
6062,Kohl's,1128299,"Monday, April 26, 2021",West,New Mexico,albuquerque,Women's Apparel,69,101,6969,2648.22,0.38,Online,2021
6063,Kohl's,1128299,"Thursday, May 27, 2021",West,New Mexico,albuquerque,Men's Street Footwear,51,150,7650,3442.5,0.45,Online,2021
6064,Kohl's,1128299,"Thursday, May 27, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,58,111,6438,3283.38,0.51,Online,2021
6065,Kohl's,1128299,"Thursday, May 27, 2021",West,New Mexico,albuquerque,Women's Street Footwear,56,126,7056,3316.32,0.47,Online,2021
6066,Kohl's,1128299,"Thursday, May 27, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,51,91,4641,2134.86,0.46,Online,2021
6067,Kohl's,1128299,"Thursday, May 27, 2021",West,New Mexico,albuquerque,Men's Apparel,56,65,3640,1528.8,0.42,Online,2021
6068,Kohl's,1128299,"Thursday, May 27, 2021",West,New Mexico,albuquerque,Women's Apparel,69,115,7935,3094.65,0.39,Online,2021
6069,Kohl's,1128299,"Saturday, June 26, 2021",West,New Mexico,albuquerque,Men's Street Footwear,52,203,10556,5066.88,0.48,Online,2021
6070,Kohl's,1128299,"Saturday, June 26, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,54,154,8316,4324.32,0.52,Online,2021
6071,Kohl's,1128299,"Saturday, June 26, 2021",West,New Mexico,albuquerque,Women's Street Footwear,54,149,8046,4023,0.5,Online,2021
6072,Kohl's,1128299,"Saturday, June 26, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,54,106,5724,2575.8,0.45,Online,2021
6073,Kohl's,1128299,"Saturday, June 26, 2021",West,New Mexico,albuquerque,Men's Apparel,56,87,4872,2094.96,0.43,Online,2021
6074,Kohl's,1128299,"Saturday, June 26, 2021",West,New Mexico,albuquerque,Women's Apparel,74,162,11988,4315.68,0.36,Online,2021
6075,Kohl's,1128299,"Sunday, July 25, 2021",West,New Mexico,albuquerque,Men's Street Footwear,54,203,10962,5152.14,0.47,Online,2021
6076,Kohl's,1128299,"Sunday, July 25, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,56,180,10080,5443.2,0.54,Online,2021
6077,Kohl's,1128299,"Sunday, July 25, 2021",West,New Mexico,albuquerque,Women's Street Footwear,58,160,9280,4454.4,0.48,Online,2021
6078,Kohl's,1128299,"Sunday, July 25, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,54,135,7290,3280.5,0.45,Online,2021
6079,Kohl's,1128299,"Sunday, July 25, 2021",West,New Mexico,albuquerque,Men's Apparel,57,145,8265,3553.95,0.43,Online,2021
6080,Kohl's,1128299,"Sunday, July 25, 2021",West,New Mexico,albuquerque,Women's Apparel,69,140,9660,3670.8,0.38,Online,2021
6081,Kohl's,1128299,"Thursday, August 26, 2021",West,New Mexico,albuquerque,Men's Street Footwear,56,175,9800,4900,0.5,Online,2021
6082,Kohl's,1128299,"Thursday, August 26, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,60,176,10560,5491.2,0.52,Online,2021
6083,Kohl's,1128299,"Thursday, August 26, 2021",West,New Mexico,albuquerque,Women's Street Footwear,58,142,8236,3788.56,0.46,Online,2021
6084,Kohl's,1128299,"Thursday, August 26, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,55,143,7865,3696.55,0.47,Online,2021
6085,Kohl's,1128299,"Thursday, August 26, 2021",West,New Mexico,albuquerque,Men's Apparel,67,124,8308,3323.2,0.4,Online,2021
6086,Kohl's,1128299,"Thursday, August 26, 2021",West,New Mexico,albuquerque,Women's Apparel,70,126,8820,3351.6,0.38,Online,2021
6087,Kohl's,1128299,"Monday, September 27, 2021",West,New Mexico,albuquerque,Men's Street Footwear,49,163,7987,3594.15,0.45,Online,2021
6088,Kohl's,1128299,"Monday, September 27, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,51,156,7956,4057.56,0.51,Online,2021
6089,Kohl's,1128299,"Monday, September 27, 2021",West,New Mexico,albuquerque,Women's Street Footwear,46,143,6578,3091.66,0.47,Online,2021
6090,Kohl's,1128299,"Monday, September 27, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,49,123,6027,2832.69,0.47,Online,2021
6091,Kohl's,1128299,"Monday, September 27, 2021",West,New Mexico,albuquerque,Men's Apparel,54,111,5994,2397.6,0.4,Online,2021
6092,Kohl's,1128299,"Monday, September 27, 2021",West,New Mexico,albuquerque,Women's Apparel,59,133,7847,2824.92,0.36,Online,2021
6093,Kohl's,1128299,"Tuesday, October 26, 2021",West,New Mexico,albuquerque,Men's Street Footwear,48,165,7920,3960,0.5,Online,2021
6094,Kohl's,1128299,"Tuesday, October 26, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,50,149,7450,3948.5,0.53,Online,2021
6095,Kohl's,1128299,"Tuesday, October 26, 2021",West,New Mexico,albuquerque,Women's Street Footwear,48,105,5040,2368.8,0.47,Online,2021
6096,Kohl's,1128299,"Tuesday, October 26, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,46,95,4370,2141.3,0.49,Online,2021
6097,Kohl's,1128299,"Tuesday, October 26, 2021",West,New Mexico,albuquerque,Men's Apparel,56,91,5096,2242.24,0.44,Online,2021
6098,Kohl's,1128299,"Tuesday, October 26, 2021",West,New Mexico,albuquerque,Women's Apparel,68,105,7140,2641.8,0.37,Online,2021
6099,Kohl's,1128299,"Friday, November 26, 2021",West,New Mexico,albuquerque,Men's Street Footwear,58,160,9280,4547.2,0.49,Online,2021
6100,Kohl's,1128299,"Friday, November 26, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,59,150,8850,4779,0.54,Online,2021
6101,Kohl's,1128299,"Friday, November 26, 2021",West,New Mexico,albuquerque,Women's Street Footwear,54,117,6318,3032.64,0.48,Online,2021
6102,Kohl's,1128299,"Friday, November 26, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,55,115,6325,2972.75,0.47,Online,2021
6103,Kohl's,1128299,"Friday, November 26, 2021",West,New Mexico,albuquerque,Men's Apparel,65,113,7345,3231.8,0.44,Online,2021
6104,Kohl's,1128299,"Friday, November 26, 2021",West,New Mexico,albuquerque,Women's Apparel,72,140,10080,3931.2,0.39,Online,2021
6105,Kohl's,1128299,"Saturday, December 25, 2021",West,New Mexico,albuquerque,Men's Street Footwear,55,210,11550,5313,0.46,Online,2021
6106,Kohl's,1128299,"Saturday, December 25, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,61,182,11102,5551,0.5,Online,2021
6107,Sports Direct,1128299,"Saturday, December 25, 2021",West,New Mexico,albuquerque,Women's Street Footwear,59,130,7670,3758.3,0.49,Online,2021
6108,Sports Direct,1128299,"Saturday, December 25, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,55,145,7975,3668.5,0.46,Online,2021
6109,Sports Direct,1128299,"Saturday, December 25, 2021",West,New Mexico,albuquerque,Men's Apparel,64,119,7616,3427.2,0.45,Online,2021
6110,Sports Direct,1128299,"Saturday, December 25, 2021",West,New Mexico,albuquerque,Women's Apparel,72,131,9432,3301.2,0.35,Online,2021
6111,Sports Direct,1128299,"Wednesday, January 13, 2021",West,New Mexico,albuquerque,Men's Street Footwear,29,131,3799,1937.49,0.51,Online,2021
6112,Sports Direct,1128299,"Wednesday, January 13, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,39,135,5265,2685.15,0.51,Online,2021
6113,Sports Direct,1128299,"Wednesday, January 13, 2021",West,New Mexico,albuquerque,Women's Street Footwear,38,126,4788,2154.6,0.45,Online,2021
6114,Sports Direct,1128299,"Wednesday, January 13, 2021",West,New Mexico,albuquerque,Women's Athletic Footwear,39,75,2925,1462.5,0.5,Online,2021
6115,Sports Direct,1128299,"Wednesday, January 13, 2021",West,New Mexico,albuquerque,Men's Apparel,41,63,2583,1162.35,0.45,Online,2021
6116,Sports Direct,1128299,"Wednesday, January 13, 2021",West,New Mexico,albuquerque,Women's Apparel,36,117,4212,1642.68,0.39,Online,2021
6117,Sports Direct,1128299,"Saturday, February 13, 2021",West,New Mexico,albuquerque,Men's Street Footwear,29,145,4205,2228.65,0.53,Online,2021
6118,Sports Direct,1128299,"Saturday, February 13, 2021",West,New Mexico,albuquerque,Men's Athletic Footwear,37,112,4144,2279.2,0.55,Online,2021
6119,Sports Direct,1128299,"Saturday, February 13, 2021",West,New Mexico,albuquerque,Women's Street Footwear,37,104,3848,1924,0.5,Online,2021
6120,Sports Direct,1128299,"Saturday, February 13, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,36,63,2268,1179.36,0.52,Online,2021
6121,Sports Direct,1128299,"Saturday, February 13, 2021",Southeast,Georgia,atlanta,Men's Apparel,41,51,2091,1003.68,0.48,Online,2021
6122,Sports Direct,1128299,"Saturday, February 13, 2021",Southeast,Georgia,atlanta,Women's Apparel,37,98,3626,1305.36,0.36,Online,2021
6123,Sports Direct,1128299,"Friday, March 12, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,37,137,5069,2534.5,0.5,Online,2021
6124,Sports Direct,1128299,"Friday, March 12, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,46,101,4646,2462.38,0.53,Online,2021
6125,Sports Direct,1128299,"Friday, March 12, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,49,113,5537,2713.13,0.49,Online,2021
6126,Sports Direct,1128299,"Friday, March 12, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,47,73,3431,1784.12,0.52,Online,2021
6127,Sports Direct,1128299,"Friday, March 12, 2021",Southeast,Georgia,atlanta,Men's Apparel,51,39,1989,934.83,0.47,Online,2021
6128,Sports Direct,1128299,"Friday, March 12, 2021",Southeast,Georgia,atlanta,Women's Apparel,48,95,4560,1641.6,0.36,Online,2021
6129,Sports Direct,1128299,"Tuesday, April 13, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,45,142,6390,3258.9,0.51,Online,2021
6130,Sports Direct,1128299,"Tuesday, April 13, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,51,88,4488,2244,0.5,Online,2021
6131,Sports Direct,1128299,"Tuesday, April 13, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,50,94,4700,2350,0.5,Online,2021
6132,Sports Direct,1128299,"Tuesday, April 13, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,48,69,3312,1821.6,0.55,Online,2021
6133,Sports Direct,1128299,"Tuesday, April 13, 2021",Southeast,Georgia,atlanta,Men's Apparel,52,53,2756,1322.88,0.48,Online,2021
6134,Sports Direct,1128299,"Tuesday, April 13, 2021",Southeast,Georgia,atlanta,Women's Apparel,63,105,6615,2646,0.4,Online,2021
6135,Sports Direct,1128299,"Friday, May 14, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,47,160,7520,4060.8,0.54,Online,2021
6136,Sports Direct,1128299,"Friday, May 14, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,52,108,5616,2920.32,0.52,Online,2021
6137,Sports Direct,1128299,"Friday, May 14, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,52,123,6396,3198,0.5,Online,2021
6138,Sports Direct,1128299,"Friday, May 14, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,47,91,4277,2309.58,0.54,Online,2021
6139,Sports Direct,1128299,"Friday, May 14, 2021",Southeast,Georgia,atlanta,Men's Apparel,50,56,2800,1344,0.48,Online,2021
6140,Sports Direct,1128299,"Friday, May 14, 2021",Southeast,Georgia,atlanta,Women's Apparel,64,120,7680,3072,0.4,Online,2021
6141,Sports Direct,1128299,"Sunday, June 13, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,46,176,8096,4290.88,0.53,Online,2021
6142,Sports Direct,1128299,"Sunday, June 13, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,54,147,7938,4048.38,0.51,Online,2021
6143,Sports Direct,1128299,"Sunday, June 13, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,52,142,7384,3544.32,0.48,Online,2021
6144,Sports Direct,1128299,"Sunday, June 13, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,49,120,5880,2998.8,0.51,Online,2021
6145,Sports Direct,1128299,"Sunday, June 13, 2021",Southeast,Georgia,atlanta,Men's Apparel,51,72,3672,1762.56,0.48,Online,2021
6146,Sports Direct,1128299,"Sunday, June 13, 2021",Southeast,Georgia,atlanta,Women's Apparel,67,150,10050,3517.5,0.35,Online,2021
6147,Sports Direct,1128299,"Monday, July 12, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,47,196,9212,4606,0.5,Online,2021
6148,Sports Direct,1128299,"Monday, July 12, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,51,173,8823,4499.73,0.51,Online,2021
6149,Sports Direct,1128299,"Monday, July 12, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,50,137,6850,3425,0.5,Online,2021
6150,Sports Direct,1128299,"Monday, July 12, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,46,128,5888,3002.88,0.51,Online,2021
6151,Sports Direct,1128299,"Monday, July 12, 2021",Southeast,Georgia,atlanta,Men's Apparel,54,138,7452,3576.96,0.48,Online,2021
6152,Sports Direct,1128299,"Monday, July 12, 2021",Southeast,Georgia,atlanta,Women's Apparel,67,143,9581,3640.78,0.38,Online,2021
6153,Sports Direct,1128299,"Friday, August 13, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,53,182,9646,4919.46,0.51,Online,2021
6154,Sports Direct,1128299,"Friday, August 13, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,58,175,10150,5278,0.52,Online,2021
6155,Sports Direct,1128299,"Friday, August 13, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,54,150,8100,3726,0.46,Online,2021
6156,Sports Direct,1128299,"Friday, August 13, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,53,113,5989,3114.28,0.52,Online,2021
6157,Sports Direct,1128299,"Friday, August 13, 2021",Southeast,Georgia,atlanta,Men's Apparel,60,126,7560,3628.8,0.48,Online,2021
6158,Sports Direct,1128299,"Friday, August 13, 2021",Southeast,Georgia,atlanta,Women's Apparel,68,119,8092,2832.2,0.35,Online,2021
6159,Sports Direct,1128299,"Tuesday, September 14, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,43,180,7740,4179.6,0.54,Online,2021
6160,Sports Direct,1128299,"Tuesday, September 14, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,47,156,7332,4032.6,0.55,Online,2021
6161,Sports Direct,1128299,"Tuesday, September 14, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,42,135,5670,2664.9,0.47,Online,2021
6162,Sports Direct,1128299,"Tuesday, September 14, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,43,120,5160,2786.4,0.54,Online,2021
6163,Sports Direct,1128299,"Tuesday, September 14, 2021",Southeast,Georgia,atlanta,Men's Apparel,54,100,5400,2592,0.48,Online,2021
6164,Sports Direct,1128299,"Tuesday, September 14, 2021",Southeast,Georgia,atlanta,Women's Apparel,59,131,7729,3091.6,0.4,Online,2021
6165,Sports Direct,1128299,"Wednesday, October 13, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,42,131,5502,2806.02,0.51,Online,2021
6166,Sports Direct,1128299,"Wednesday, October 13, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,47,142,6674,3470.48,0.52,Online,2021
6167,Sports Direct,1128299,"Wednesday, October 13, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,42,105,4410,2072.7,0.47,Online,2021
6168,Sports Direct,1128299,"Wednesday, October 13, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,44,88,3872,1936,0.5,Online,2021
6169,Sports Direct,1128299,"Wednesday, October 13, 2021",Southeast,Georgia,atlanta,Men's Apparel,50,90,4500,2070,0.46,Online,2021
6170,Sports Direct,1128299,"Wednesday, October 13, 2021",Southeast,Georgia,atlanta,Women's Apparel,64,102,6528,2545.92,0.39,Online,2021
6171,Sports Direct,1128299,"Saturday, November 13, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,51,137,6987,3563.37,0.51,Online,2021
6172,Sports Direct,1128299,"Saturday, November 13, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,58,173,10034,5418.36,0.54,Online,2021
6173,Sports Direct,1128299,"Saturday, November 13, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,54,115,6210,2918.7,0.47,Online,2021
6174,Sports Direct,1128299,"Saturday, November 13, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,51,116,5916,3076.32,0.52,Online,2021
6175,Sports Direct,1128299,"Saturday, November 13, 2021",Southeast,Georgia,atlanta,Men's Apparel,60,102,6120,2876.4,0.47,Online,2021
6176,Sports Direct,1128299,"Saturday, November 13, 2021",Southeast,Georgia,atlanta,Women's Apparel,65,124,8060,2821,0.35,Online,2021
6177,Sports Direct,1128299,"Sunday, December 12, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,50,203,10150,5582.5,0.55,Online,2021
6178,Sports Direct,1128299,"Sunday, December 12, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,58,189,10962,5809.86,0.53,Online,2021
6179,Foot Locker,1128299,"Sunday, December 12, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,53,138,7314,3657,0.5,Online,2021
6180,Foot Locker,1128299,"Sunday, December 12, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,51,128,6528,3264,0.5,Online,2021
6181,Foot Locker,1128299,"Sunday, December 12, 2021",Southeast,Georgia,atlanta,Men's Apparel,64,116,7424,3712,0.5,Online,2021
6182,Foot Locker,1128299,"Sunday, December 12, 2021",Southeast,Georgia,atlanta,Women's Apparel,64,135,8640,3024,0.35,Online,2021
6183,Foot Locker,1185732,"Saturday, January 9, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,39,256,9984,5790.72,0.58,Online,2021
6184,Foot Locker,1185732,"Saturday, January 9, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,37,206,7622,3429.9,0.45,Online,2021
6185,Foot Locker,1185732,"Saturday, January 9, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,29,248,7192,2804.88,0.39,Online,2021
6186,Foot Locker,1185732,"Saturday, January 9, 2021",Southeast,Georgia,atlanta,Women's Athletic Footwear,34,203,6902,3036.88,0.44,Online,2021
6187,Foot Locker,1185732,"Saturday, January 9, 2021",Southeast,Georgia,atlanta,Men's Apparel,47,189,8883,4175.01,0.47,Online,2021
6188,Foot Locker,1185732,"Saturday, January 9, 2021",Southeast,Georgia,atlanta,Women's Apparel,37,239,8843,5305.8,0.6,Online,2021
6189,Foot Locker,1185732,"Sunday, February 7, 2021",Southeast,Georgia,atlanta,Men's Street Footwear,38,312,11856,6995.04,0.59,Online,2021
6190,Foot Locker,1185732,"Sunday, February 7, 2021",Southeast,Georgia,atlanta,Men's Athletic Footwear,39,218,8502,3910.92,0.46,Online,2021
6191,Foot Locker,1185732,"Sunday, February 7, 2021",Southeast,Georgia,atlanta,Women's Street Footwear,29,217,6293,2328.41,0.37,Online,2021
6192,Foot Locker,1185732,"Sunday, February 7, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,33,169,5577,2509.65,0.45,Online,2021
6193,Foot Locker,1185732,"Sunday, February 7, 2021",Southeast,South Carolina,charleston,Men's Apparel,49,189,9261,4352.67,0.47,Online,2021
6194,Foot Locker,1185732,"Sunday, February 7, 2021",Southeast,South Carolina,charleston,Women's Apparel,34,216,7344,4773.6,0.65,Online,2021
6195,Foot Locker,1185732,"Friday, March 5, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,33,265,8745,5072.1,0.58,Online,2021
6196,Foot Locker,1185732,"Friday, March 5, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,32,210,6720,3292.8,0.49,Online,2021
6197,Foot Locker,1185732,"Friday, March 5, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,24,181,4344,1650.72,0.38,Online,2021
6198,Foot Locker,1185732,"Friday, March 5, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,27,144,3888,1632.96,0.42,Online,2021
6199,Foot Locker,1185732,"Friday, March 5, 2021",Southeast,South Carolina,charleston,Men's Apparel,41,181,7421,3562.08,0.48,Online,2021
6200,Foot Locker,1185732,"Friday, March 5, 2021",Southeast,South Carolina,charleston,Women's Apparel,32,189,6048,3810.24,0.63,Online,2021
6201,Foot Locker,1185732,"Tuesday, April 6, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,33,283,9339,5323.23,0.57,Online,2021
6202,Foot Locker,1185732,"Tuesday, April 6, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,34,182,6188,2846.48,0.46,Online,2021
6203,Foot Locker,1185732,"Tuesday, April 6, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,24,182,4368,1659.84,0.38,Online,2021
6204,Foot Locker,1185732,"Tuesday, April 6, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,27,180,4860,2089.8,0.43,Online,2021
6205,Foot Locker,1185732,"Tuesday, April 6, 2021",Southeast,South Carolina,charleston,Men's Apparel,47,188,8836,4418,0.5,Online,2021
6206,Foot Locker,1185732,"Tuesday, April 6, 2021",Southeast,South Carolina,charleston,Women's Apparel,39,209,8151,5135.13,0.63,Online,2021
6207,Foot Locker,1185732,"Wednesday, May 5, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,48,282,13536,7444.8,0.55,Online,2021
6208,Foot Locker,1185732,"Wednesday, May 5, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,45,188,8460,3807,0.45,Online,2021
6209,Foot Locker,1185732,"Wednesday, May 5, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,41,210,8610,3185.7,0.37,Online,2021
6210,Foot Locker,1185732,"Wednesday, May 5, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,43,182,7826,3286.92,0.42,Online,2021
6211,Foot Locker,1185732,"Wednesday, May 5, 2021",Southeast,South Carolina,charleston,Men's Apparel,53,196,10388,5194,0.5,Online,2021
6212,Foot Locker,1185732,"Wednesday, May 5, 2021",Southeast,South Carolina,charleston,Women's Apparel,59,200,11800,7080,0.6,Online,2021
6213,Foot Locker,1185732,"Monday, June 7, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,51,273,13923,7796.88,0.56,Online,2021
